iter	Passed	Remaining
154	5040	11219
155	5074	11189
156	5106	11156
157	5141	11129
158	5175	11100
159	5209	11069
160	5222	10996
161	5256	10967
162	5269	10894
163	5305	10868
164	5339	10841
165	5374	10814
166	5387	10742
167	5421	10714
168	5456	10686
169	5491	10659
170	5526	10632
171	5562	10606
172	5595	10576
173	5630	10549
174	5665	10521
175	5699	10492
176	5720	10438
177	5752	10406
178	5788	10379
179	5797	10307
180	5811	10241
181	5845	10214
182	5880	10187
183	5916	10161
184	5951	10133
185	5983	10100
186	6016	10069
187	6026	10001
188	6042	9943
189	6074	9911
190	6108	9881
191	6142	9853
192	6177	9825
193	6212	9798
194	6247	9771
195	6281	9742
196	6316	9715
197	6329	9654
198	6364	9627
199	6399	9598
200	6434	9571
201	6468	9543
202	6482	9484
203	6517	9456
204	6527	9393
205	6559	9362
206	6591	9330
207	6626	9302
208	6663	9278
209	6699	9251
210	6733	9222
211	6765	9191
212	6799	9162
213	6813	9105
214	6848	9077
215	6882	9049
216	6914	9016
217	6948	8988
218	6981	8958
219	6993	8900
220	7028	8873
221	7063	8845
222	7075	8788
223	7110	8760
224	7144	8732
225	7179	8703
226	7192	8650
227	7202	8593
228	7218	8542
229	7230	8487
230	7264	8459
231	7298	8431
232	7332	8402
233	7345	8350
234	7380	8323
235	7415	8295
236	7450	8267
237	7484	8239
238	7516	8208
239	7551	8180
240	7585	8152
241	7621	8125
242	7655	8096
243	7668	8045
244	7702	8016
245	7737	7988
246	7771	7960
247	7807	7933
248	7839	7902
249	7871	7871
250	7911	7848
251	7949	7823
252	7986	7796
253	7998	7746
254	8008	7694
255	8042	7665
256	8076	7636
257	8110	7607
258	8142	7576
259	8177	7548
260	8211	7519
261	8232	7478
262	8265	7448
263	8277	7399
264	8312	7371
265	8346	7342
266	8366	7301
267	8378	7253
268	8392	7206
269	8426	7178
270	8437	7129
271	8472	7101
272	8488	7057
273	8521	7028
274	8535	6983
275	8569	6954
276	8600	6924
277	8634	6895
278	8651	6852
279	8686	6825
280	8694	6776
281	8708	6731
282	8742	6703
283	8776	6674
284	8811	6647
285	8845	6618
286	8856	6572
287	8890	6544
288	8901	6498
289	8937	6471
290	8971	6443
291	9006	6415
292	9039	6386
293	9073	6357
294	9087	6314
295	9121	6286
296	9142	6248
297	9175	6219
298	9210	6191
299	9244	6163
300	9260	6122
301	9297	6095
302	9313	6055
303	9327	6013
304	9361	5985
305	9395	5956
306	9408	5915
307	9422	5873
308	9457	5846
309	9494	5818
310	9527	5790
311	9561	5761
312	9578	5722
313	9613	5694
314	9633	5657
315	9667	5629
316	9701	5600
317	9736	5572
318	9770	5543
319	9783	5503
320	9817	5474
321	9852	5446
322	9884	5416
323	9916	5386
324	9951	5358
325	9986	5329
326	10020	5301
327	10053	5272
328	10087	5243
329	10121	5214
330	10156	5185
331	10168	5145
332	10202	5116
333	10236	5087
334	10271	5059
335	10307	5031
336	10340	5001
337	10374	4972
338	10410	4944
339	10444	4915
340	10479	4886
341	10500	4851
342	10535	4822
343	10568	4792
344	10601	4762
345	10633	4732
346	10667	4703
347	10701	4674
348	10734	4644
349	10769	4615
350	10803	4586
351	10836	4556
352	10871	4527
353	10906	4497
354	10927	4463
355	10959	4432
356	10993	4403
357	11028	4374
358	11061	4344
359	11095	4315
360	11129	4285
361	11163	4255
362	11197	4226
363	11231	4196
364	11264	4166
365	11300	4137
366	11332	4106
367	11345	4069
368	11379	4039
369	11412	4009
370	11446	3980
371	11480	3950
372	11514	3920
373	11549	3890
374	11559	3853
375	11593	3823
376	11607	3786
377	11641	3757
378	11675	3727
379	11708	3697
380	11743	3667
381	11777	3638
382	11789	3601
383	11824	3571
384	11844	3537
385	11878	3508
386	11912	3478
387	11946	3448
388	11980	3418
389	12014	3388
390	12048	3358
391	12082	3328
392	12116	3298
393	12150	3268
394	12184	3239
395	12216	3208
396	12249	3178
397	12284	3148
398	12317	3118
399	12351	3087
400	12386	3057
401	12401	3023
402	12436	2993
403	12471	2963
404	12504	2933
405	12540	2903
406	12574	2873
407	12610	2843
408	12644	2813
409	12677	2782
410	12713	2752
411	12746	2722
412	12780	2692
413	12815	2662
414	12848	2631
415	12883	2601
416	12917	2571
417	12953	2541
418	12987	2510
419	13022	2480
420	13056	2450
421	13091	2419
422	13125	2389
423	13159	2358
424	13193	2328
425	13227	2297
426	13262	2267
427	13297	2237
428	13331	2206
429	13364	2175
430	13400	2145
431	13434	2114
432	13467	2083
433	13501	2053
434	13536	2022
435	13570	1991
436	13604	1961
437	13639	1930
438	13673	1899
439	13707	1869
440	13741	1838
441	13775	1807
442	13811	1777
443	13845	1746
444	13879	1715
445	13915	1684
446	13952	1654
447	13986	1623
448	14021	1592
449	14054	1561
450	14089	1530
451	14123	1499
452	14158	1468
453	14193	1438
454	14227	1407
455	14260	1376
456	14295	1345
457	14331	1314
458	14366	1283
459	14401	1252
460	14435	1221
461	14469	1190
462	14502	1158
463	14535	1127
464	14570	1096
465	14604	1065
466	14638	1034
467	14672	1003
468	14706	972
469	14739	940
470	14773	909
471	14807	878
472	14841	847
473	14873	815
474	14906	784
475	14940	753
476	14975	722
477	15008	690
478	15042	659
479	15077	628
480	15111	596
481	15145	565
482	15179	534
483	15212	502
484	15246	471
485	15280	440
486	15316	408
487	15349	377
488	15384	346
489	15419	314
490	15453	283
491	15487	251
492	15521	220
493	15555	188
494	15589	157
495	15623	125
496	15656	94
497	15690	63
498	15723	31
499	15757	0
