iter	F1	Logloss
0	0.6617396248	0.6212382713
100	0.8359683794	0.05522683355
200	0.8416912488	0.04989844259
300	0.8568598316	0.04651272349
400	0.8604073522	0.04478826615
499	0.8731974142	0.04186260684
