iter	Passed	Remaining
1490	26145	149209
1491	26162	149186
1492	26179	149166
1493	26195	149142
1494	26212	149120
1495	26228	149094
1496	26244	149071
1497	26261	149048
1498	26277	149023
1499	26294	148999
1500	26310	148975
1501	26326	148948
1502	26342	148924
1503	26358	148898
1504	26375	148878
1505	26391	148852
1506	26408	148828
1507	26424	148804
1508	26442	148786
1509	26458	148763
1510	26476	148747
1511	26492	148721
1512	26508	148696
1513	26525	148675
1514	26541	148652
1515	26558	148631
1516	26575	148606
1517	26591	148581
1518	26607	148557
1519	26624	148538
1520	26640	148511
1521	26657	148487
1522	26674	148467
1523	26690	148443
1524	26706	148419
1525	26723	148397
1526	26739	148372
1527	26756	148351
1528	26772	148327
1529	26788	148300
1530	26805	148277
1531	26821	148254
1532	26837	148227
1533	26854	148206
1534	26871	148184
1535	26887	148161
1536	26903	148137
1537	26920	148115
1538	26937	148093
1539	26953	148068
1540	26969	148044
1541	26986	148021
1542	27003	148000
1543	27019	147976
1544	27035	147953
1545	27052	147928
1546	27068	147906
1547	27085	147883
1548	27101	147860
1549	27118	147837
1550	27134	147812
1551	27150	147787
1552	27167	147769
1553	27185	147754
1554	27202	147731
1555	27219	147710
1556	27235	147688
1557	27252	147665
1558	27268	147640
1559	27284	147618
1560	27301	147593
1561	27317	147571
1562	27334	147552
1563	27350	147526
1564	27367	147504
1565	27383	147479
1566	27399	147456
1567	27415	147430
1568	27433	147415
1569	27449	147390
1570	27466	147369
1571	27482	147343
1572	27498	147319
1573	27515	147299
1574	27533	147280
1575	27550	147264
1576	27568	147245
1577	27585	147227
1578	27604	147216
1579	27622	147200
1580	27641	147194
1581	27658	147172
1582	27675	147153
1583	27691	147129
1584	27708	147106
1585	27725	147086
1586	27741	147060
1587	27757	147037
1588	27773	147014
1589	27790	146991
1590	27806	146968
1591	27823	146945
1592	27839	146921
1593	27856	146900
1594	27872	146876
1595	27889	146857
1596	27906	146836
1597	27923	146814
1598	27938	146788
1599	27955	146765
1600	27971	146742
1601	27988	146721
1602	28004	146697
1603	28021	146674
1604	28037	146651
1605	28053	146627
1606	28070	146605
1607	28087	146586
1608	28103	146561
1609	28119	146537
1610	28136	146514
1611	28152	146490
1612	28169	146471
1613	28187	146454
1614	28202	146428
1615	28219	146406
1616	28235	146381
1617	28252	146361
1618	28270	146345
1619	28287	146325
1620	28303	146302
1621	28320	146280
1622	28336	146258
1623	28353	146235
1624	28370	146217
1625	28386	146193
1626	28403	146170
1627	28419	146147
1628	28435	146123
1629	28452	146101
1630	28468	146078
1631	28484	146053
1632	28501	146031
1633	28517	146008
1634	28533	145983
1635	28549	145960
1636	28566	145938
1637	28583	145917
1638	28599	145895
1639	28616	145872
1640	28632	145849
1641	28649	145828
1642	28665	145805
1643	28682	145784
1644	28698	145761
1645	28715	145738
1646	28731	145714
1647	28748	145694
1648	28765	145674
1649	28781	145653
1650	28797	145628
1651	28814	145606
1652	28830	145584
1653	28848	145566
1654	28867	145557
1655	28883	145535
1656	28900	145514
1657	28916	145490
1658	28933	145471
1659	28951	145452
1660	28967	145431
1661	28984	145408
1662	29000	145385
1663	29017	145364
1664	29033	145342
