iter	F1	Logloss
0	0	0.4273779883
1	0	0.322006103122	0	0.278804529833	0	0.260288172744	0	0.2511385785	5	0	0.2475030236	6	0	0.2458088317	7	0	0.2443107228	8	0	0.242752364999	0	0.242382467110	0	0.2412241311111	0	0.2402976819112	0	0.240283448
13	0	0.2401443276
14	0	0.2401413065
15	0	0.2399411178
16	0	0.2399178186
17	0	0.2393636085
18	0	0.2392671687
19	0	0.2392033516
20	0	0.2391629957
21	0	0.2391553419
22	0.01104972376	023	0	0.2369123	0	224	0	0.2368124	0	225	0	0.2367825	0	226	0	0.2367726	0.227	0	0.2357801237228	0	0.2357550477
29	0	0.2357462477
30	0	0.23567677
31	0	0.2356717271
32	0	0.2356625062
33	0	0.2356603803
34	0	0.2344828056
35	0	0.2344766592
36	0	0.2344732498
37	0	0.2344664713
38	0	0.2344654178
39	0	0.2344604312
40	0	0.2344570157
41	0	0.2344561967
42	0	0.2336213025
43	0	0.2336156631
44	0	0.2336128484
45	0	0.2336093225
46	0	0.2336059653
47	0	0.233601309
48	0	0.233599009
49	0	0.233595073
50	0	0.2315519891
51	0	0.2315224348
52	0	0.2315169012
53	0	0.2315136715
54	0	0.2315098036
55	0	0.2315061001
56	0	0.231506009
57	0	0.2292537885
58	0	0.229249097
59	0	0.2292338184
60	0	0.2292301461
61	0	0.2268274927
62	0	0.2268220728
63	0	0.226819299
64	0	0.2268157505
65	0.01104972376	0.2267986536
66	0.01104972376	0.226793941
67	0.01104972376	0.22679226
68	0.01104972376	0.2267904121
69	0.01104972376	0.2267870635
70	0.01104972376	0.226782147
71	0.01104972376	0.2267811081
72	0.01104972376	0.2267797309
73	0.01104972376	0.2267757809
74	0.01104972376	0.2267749153
75	0.01104972376	0.2267730647
76	0.01104972376	0.2243717244
77	0.01104972376	0.2243660759
78	0.01104972376	0.224363633
79	0.01104972376	0.224358119
80	0.01104972376	0.224357668
81	0.01104972376	0.2231382021
82	0.01104972376	0.2231346117
83	0.01104972376	0.2219969332
84	0.01104972376	0.2219904926
85	0.01104972376	0.2219889477
86	0.01104972376	0.2219869567
87	0.01104972376	0.2219859857
88	0.01104972376	0.221982918
89	0.01104972376	0.2219798736
90	0.01104972376	0.220033266
91	0.01104972376	0.2200305626
92	0.01104972376	0.220028765
93	0.01104972376	0.2200269586
94	0.01104972376	0.2200245427
95	0.01104972376	0.2191182541
96	0.01104972376	0.2191157319
97	0.01104972376	0.2191129084
98	0.01104972376	0.2179820799
99	0.01104972376	0.2160282143
100	0.01104972376	0.216026624
101	0.01104972376	0.2160245729
102	0.01104972376	0.2142030315
103	0.01104972376	0.214200222
104	0.01104972376	0.2141992808
105	0.01104972376	0.2141982148
106	0.01104972376	0.2136119281
107	0.01104972376	0.2136110418
108	0.01104972376	0.2136093864
109	0.02197802198	0.2112134042
110	0.02197802198	0.2112100585
111	0.02197802198	0.2101914107
112	0.02197802198	0.2101894355
113	0.02197802198	0.210187592
114	0.02197802198	0.2101872327
115	0.02197802198	0.2101861452
116	0.02197802198	0.2101858648
117	0.02197802198	0.2091368912
118	0.03278688525	0.2079969986
119	0.04347826087	0.2068396161
120	0.04347826087	0.2068379078
121	0.04347826087	0.2068364724
122	0.04347826087	0.2068359791
123	0.05405405405	0.2055845898
124	0.04347826087	0.2029899471
125	0.04347826087	0.2029851846
126	0.06451612903	0.201039764
127	0.06451612903	0.1996794296
128	0.08510638298	0.198325698
129	0.08510638298	0.1983192033
130	0.08510638298	0.1980664982
131	0.09523809524	0.1980646469
132	0.09523809524	0.1965160149
133	0.09523809524	0.1965137744
134	0.09523809524	0.1942432629
135	0.09523809524	0.1942400287
136	0.09523809524	0.192854053
137	0.09523809524	0.1916161492
138	0.1052631579	0.1905046267
139	0.1052631579	0.190501043
140	0.09523809524	0.1895448395
141	0.1151832461	0.1889414434
142	0.1151832461	0.1889390638
143	0.125	0.1878604087
144	0.125	0.1878590058
145	0.1443298969	0.1863257798
146	0.1632653061	0.1845006104
147	0.1632653061	0.1844985666
148	0.1632653061	0.1842711384
149	0.1725888325	0.182788052
150	0.1818181818	0.1824447955
151	0.1818181818	0.1809515688
152	0.1818181818	0.1799380782
153	0.1818181818	0.1787500642
154	0.1909547739	0.1777044585
155	0.1909547739	0.1774193911
156	0.1818181818	0.176643717
157	0.1818181818	0.1761829047
158	0.1818181818	0.1755613137
159	0.2089552239	0.1749028191
160	0.2266009852	0.1741056265
161	0.2266009852	0.1731064139
162	0.2352941176	0.1724887005
163	0.2352941176	0.1719981836
164	0.2352941176	0.1711323153
165	0.2352941176	0.1702503836
166	0.2524271845	0.1686162197
167	0.2608695652	0.1682233082
168	0.2692307692	0.166011228
169	0.2608695652	0.1649340637
170	0.2692307692	0.1643433911
171	0.2775119617	0.1636844442
172	0.2775119617	0.1633618272
173	0.2775119617	0.1629190291
174	0.2775119617	0.1624667634
175	0.2775119617	0.1615997108
176	0.2775119617	0.1612520221
177	0.2775119617	0.1609999701
178	0.2857142857	0.1605080491
179	0.2857142857	0.1602744567
180	0.2775119617	0.1595899284
181	0.2857142857	0.1592125043
182	0.2938388626	0.1585378658
183	0.2857142857	0.1581430014
184	0.2938388626	0.1578031002
185	0.2938388626	0.1575986822
186	0.3098591549	0.1570729729
187	0.3098591549	0.1565815863
188	0.3098591549	0.1562124414
189	0.3177570093	0.1552882113
190	0.3255813953	0.1546536876
191	0.3255813953	0.1544073695
192	0.3255813953	0.153702439
193	0.3255813953	0.153620087
194	0.3255813953	0.1531122507
195	0.3177570093	0.1517159162
196	0.3177570093	0.1514267525
197	0.3255813953	0.151252138
198	0.3255813953	0.1509329911
199	0.3333333333	0.1506854179
200	0.3255813953	0.1506126732
201	0.3410138249	0.1501858936
202	0.3410138249	0.1497700921
203	0.3410138249	0.1491140246
204	0.3410138249	0.1488848918
205	0.3410138249	0.1486495309
206	0.3410138249	0.1479066368
207	0.3410138249	0.1478103796
208	0.3410138249	0.1477355361
209	0.3486238532	0.1474022215
210	0.3561643836	0.1472135376
211	0.3561643836	0.1469134712
212	0.3561643836	0.1464995859
213	0.3561643836	0.1460764785
214	0.3619909502	0.1458820612
215	0.3619909502	0.1457791529
216	0.3619909502	0.1456988535
217	0.3619909502	0.1456386295
218	0.3693693694	0.1455634851
219	0.3619909502	0.1452552138
220	0.3619909502	0.144336367
221	0.3619909502	0.1439812277
222	0.3766816143	0.143155942
223	0.3783783784	0.1429881372
224	0.3783783784	0.1428361558
225	0.3856502242	0.1427404276
226	0.4	0.1419498637
227	0.4347826087	0.141237595
228	0.4347826087	0.1407621313
229	0.4415584416	0.1406274682
230	0.4415584416	0.1405820983
231	0.4415584416	0.1403153981
232	0.4463519313	0.1399076126
233	0.4260869565	0.1394095795
234	0.4396551724	0.1388974243
235	0.4396551724	0.1386160777
236	0.4463519313	0.1383256393
237	0.4415584416	0.1378041595
238	0.4482758621	0.1376106623
239	0.4549356223	0.1373025838
240	0.4482758621	0.1371061906
241	0.4549356223	0.1370463208
242	0.4549356223	0.1366415029
243	0.4615384615	0.136413494
244	0.4661016949	0.1361237351
245	0.4595744681	0.1360613033
246	0.4725738397	0.1359867063
247	0.4789915966	0.1358485887
248	0.4789915966	0.1357287456
249	0.4789915966	0.1357088227
250	0.4789915966	0.1356563348
251	0.4789915966	0.1355595393
252	0.4789915966	0.1352670783
253	0.4789915966	0.1349298497
254	0.4789915966	0.1349104992
255	0.4789915966	0.1348083778
256	0.4789915966	0.134611116
257	0.4789915966	0.134465176
258	0.4789915966	0.1344099389
259	0.4789915966	0.1343900099
260	0.4789915966	0.1342985595
261	0.4789915966	0.1341627574
262	0.4916666667	0.1340700315
263	0.4853556485	0.1340512784
264	0.4853556485	0.1339409782
265	0.4853556485	0.1338874391
266	0.4853556485	0.133669973
267	0.4853556485	0.1336161447
268	0.4853556485	0.133599709
269	0.4853556485	0.133549795
270	0.4916666667	0.1335358211
271	0.4916666667	0.1335204445
272	0.4916666667	0.1328976957
273	0.4916666667	0.1328475417
274	0.4916666667	0.132841463
275	0.4916666667	0.1327362279
276	0.4916666667	0.132556738
277	0.4916666667	0.1319525281
278	0.4916666667	0.1319373103
279	0.4916666667	0.1317609417
280	0.4916666667	0.1317064812
281	0.4916666667	0.1316823142
282	0.4916666667	0.131675373
283	0.4916666667	0.1316591868
284	0.4916666667	0.1316457408
285	0.4916666667	0.1315918641
286	0.4916666667	0.1315603092
287	0.4916666667	0.1315554913
288	0.4916666667	0.1314834964
289	0.4916666667	0.1313756901
290	0.4916666667	0.1313334087
291	0.4916666667	0.1310266101
292	0.4916666667	0.1309754099
293	0.4916666667	0.1309654876
294	0.4916666667	0.1309488039
295	0.4916666667	0.1306554107
296	0.4979253112	0.1305017485
297	0.5041322314	0.1304359785
298	0.5041322314	0.1302821594
299	0.5041322314	0.1300635986
300	0.5102880658	0.1300050786
301	0.5041322314	0.1299808159
302	0.5102880658	0.1299697071
303	0.5102880658	0.1298875937
304	0.5102880658	0.1298834659
305	0.5102880658	0.1297458622
306	0.5041322314	0.1297211987
307	0.5041322314	0.129638795
308	0.5041322314	0.1296066547
309	0.5102880658	0.1294731931
310	0.5102880658	0.1294462997
311	0.5102880658	0.1294054321
312	0.5102880658	0.1293917274
313	0.5102880658	0.1293100023
314	0.5102880658	0.1292578268
315	0.5102880658	0.1291960063
316	0.5102880658	0.1289574934
317	0.5102880658	0.1289253414
318	0.5102880658	0.1289060751
319	0.5102880658	0.1288886407
320	0.5102880658	0.1288630023
321	0.5102880658	0.1287951813
322	0.5102880658	0.1286117347
323	0.5102880658	0.1285884714
324	0.5102880658	0.1285761399
325	0.5102880658	0.1285425067
326	0.5102880658	0.1284818104
327	0.5102880658	0.1283773824
328	0.5102880658	0.1281543861
329	0.5224489796	0.1273880318
330	0.5284552846	0.1273456925
331	0.5284552846	0.1273335866
332	0.5284552846	0.1273254309
333	0.5284552846	0.1273133117
334	0.5284552846	0.1272380489
335	0.5284552846	0.1271971454
336	0.5284552846	0.127120751
337	0.5284552846	0.1271094639
338	0.5284552846	0.1270875118
339	0.5284552846	0.1270846591
340	0.5284552846	0.1270603163
341	0.5284552846	0.1270530383
342	0.5284552846	0.126826747
343	0.5224489796	0.1267806629
344	0.5284552846	0.1267358828
345	0.5284552846	0.1266399197
346	0.5284552846	0.1265729793
347	0.5284552846	0.1265208858
348	0.5284552846	0.1265176545
349	0.5284552846	0.1265049618
350	0.5284552846	0.1264884134
351	0.5284552846	0.1264825903
352	0.5284552846	0.1264693356
353	0.5284552846	0.1264559385
354	0.5284552846	0.1263819946
355	0.5284552846	0.1263553559
356	0.5284552846	0.126350508
357	0.5284552846	0.12633927
358	0.5284552846	0.1263015482
359	0.5284552846	0.1262533397
360	0.5284552846	0.1259462724
361	0.5224489796	0.125473696
362	0.5284552846	0.1254355263
363	0.5403225806	0.1254082955
364	0.5344129555	0.1253613291
365	0.5344129555	0.1253115018
366	0.5344129555	0.1252897179
367	0.5344129555	0.12527937
368	0.5344129555	0.1252629807
369	0.5403225806	0.1252486006
370	0.5403225806	0.1252055994
371	0.5403225806	0.1251898286
372	0.5403225806	0.1249894856
373	0.5403225806	0.1249741205
374	0.5344129555	0.1248628721
375	0.5344129555	0.124783337
376	0.5344129555	0.1247779882
377	0.5344129555	0.1246488012
378	0.5344129555	0.1246419471
379	0.5344129555	0.1246079269
380	0.5344129555	0.1246024928
381	0.5344129555	0.1245891375
382	0.5403225806	0.1244135922
383	0.5403225806	0.1243423149
384	0.5403225806	0.1243271235
385	0.5403225806	0.1243225674
386	0.5403225806	0.1242690525
387	0.5403225806	0.1242509781
388	0.5403225806	0.124246974
389	0.5403225806	0.124090311
390	0.5403225806	0.12406876
391	0.5403225806	0.1240606094
392	0.5403225806	0.1240027462
393	0.5403225806	0.123956064
394	0.5403225806	0.1237433642
395	0.5403225806	0.1237298117
396	0.5403225806	0.1237025812
397	0.5403225806	0.1236944907
398	0.5344129555	0.1234936398
399	0.5344129555	0.1234772258
400	0.5403225806	0.1234676353
401	0.5344129555	0.1234588303
402	0.5344129555	0.1232517472
403	0.5344129555	0.1232266559
404	0.5344129555	0.1232184674
405	0.5344129555	0.1232045103
406	0.5344129555	0.1231417432
407	0.5344129555	0.1230069485
408	0.5403225806	0.1229677894
409	0.5403225806	0.1229542867
410	0.546184739	0.122900478
411	0.5403225806	0.1228086865
412	0.5403225806	0.122792542
413	0.5403225806	0.1227845015
414	0.552	0.12272608
415	0.552	0.1227225363
416	0.552	0.1227130206
417	0.552	0.1226314384
418	0.552	0.1225875252
419	0.546184739	0.1224153714
420	0.546184739	0.1223447109
421	0.546184739	0.1223300045
422	0.546184739	0.1223154427
423	0.546184739	0.1223034005
424	0.546184739	0.1222346141
425	0.546184739	0.1220764299
426	0.546184739	0.1218902247
427	0.546184739	0.1217955709
428	0.546184739	0.1217907764
429	0.552	0.1217470208
430	0.552	0.1217388266
431	0.552	0.1217349127
432	0.552	0.1216300337
433	0.552	0.1216061813
434	0.552	0.1215836646
435	0.552	0.1215549662
436	0.552	0.1215490831
437	0.552	0.1215463309
438	0.552	0.1214738338
439	0.552	0.121459817
440	0.552	0.121448548
441	0.552	0.1214395996
442	0.552	0.1214358128
443	0.552	0.1214175498
444	0.552	0.1214105217
445	0.552	0.1213064641
446	0.552	0.1212197258
447	0.552	0.1212134781
448	0.552	0.1211578649
449	0.5577689243	0.120869579
450	0.5577689243	0.1208580285
451	0.5577689243	0.120853355
452	0.5577689243	0.1208221677
453	0.5577689243	0.1207942271
454	0.5634920635	0.1207639965
455	0.5634920635	0.1206938343
456	0.5634920635	0.1206783086
457	0.5634920635	0.1206714344
458	0.5634920635	0.1206690829
459	0.5634920635	0.1206348882
460	0.5634920635	0.1202358939
461	0.5634920635	0.1201988652
462	0.5634920635	0.12013778
463	0.5634920635	0.1200530261
464	0.5634920635	0.1200409502
465	0.5634920635	0.1199954838
466	0.5634920635	0.1199895009
467	0.5634920635	0.1199390114
468	0.5634920635	0.1199204542
469	0.5634920635	0.1199198739
470	0.5634920635	0.1198896229
471	0.5634920635	0.1198422143
472	0.5634920635	0.1198284018
473	0.5634920635	0.1198159513
474	0.5634920635	0.1196470158
475	0.5634920635	0.1196068174
476	0.5634920635	0.1195684011
477	0.5634920635	0.1195498718
478	0.5577689243	0.1189188691
479	0.5577689243	0.1188583019
480	0.5577689243	0.1188432814
481	0.5577689243	0.1188312195
482	0.552	0.1188175188
483	0.552	0.1187925139
484	0.552	0.1187617204
485	0.5577689243	0.1187302054
486	0.5634920635	0.118531876
487	0.5577689243	0.1185148028
488	0.5634920635	0.1184855794
489	0.5577689243	0.1184717656
490	0.5577689243	0.1184691475
491	0.5634920635	0.1184606436
492	0.5634920635	0.1184505826
493	0.5691699605	0.1184357649
494	0.5691699605	0.1184114619
495	0.5691699605	0.1183515508
496	0.5691699605	0.1183383765
497	0.5691699605	0.1183358687
498	0.5691699605	0.1183286288
499	0.5634920635	0.1183165397
500	0.5634920635	0.118284323
501	0.5634920635	0.1182822252
502	0.5634920635	0.1182486014
503	0.5634920635	0.1182057605
504	0.5634920635	0.1182004743
505	0.5634920635	0.1181341345
506	0.5634920635	0.1181299264
507	0.5634920635	0.1181279974
508	0.5634920635	0.1179960655
509	0.5634920635	0.1179861758
510	0.5634920635	0.1179788244
511	0.5634920635	0.1179718842
512	0.5691699605	0.1178417834
513	0.5748031496	0.1176456301
514	0.5748031496	0.1176419509
515	0.5691699605	0.1175780812
516	0.5691699605	0.1175724503
517	0.5691699605	0.117553591
518	0.5691699605	0.1175522568
519	0.5691699605	0.1175466125
520	0.5691699605	0.1175249757
521	0.5691699605	0.1175044976
522	0.5691699605	0.1174390793
523	0.5691699605	0.1174289518
524	0.5691699605	0.1174245169
525	0.5691699605	0.1174215613
526	0.5691699605	0.1174083456
527	0.5691699605	0.1173977256
528	0.5691699605	0.1173941396
529	0.5748031496	0.117357102
530	0.5748031496	0.1173455157
531	0.5748031496	0.1173434802
532	0.5748031496	0.1173421533
533	0.5748031496	0.1170015732
534	0.5803921569	0.1167492898
535	0.5859375	0.1167428565
536	0.5859375	0.1167294914
537	0.5914396887	0.1166878709
538	0.5914396887	0.1166197265
539	0.5968992248	0.1166016571
540	0.5968992248	0.1165881448
541	0.5914396887	0.1165869981
542	0.5914396887	0.1165796766
543	0.5968992248	0.1165457973
544	0.5968992248	0.1165173039
545	0.5968992248	0.1164673198
546	0.5968992248	0.1164102184
547	0.5968992248	0.1163633141
548	0.5968992248	0.1163559597
549	0.5968992248	0.1163514052
550	0.5968992248	0.1163479157
551	0.5968992248	0.1163401802
552	0.5914396887	0.1163244611
553	0.5914396887	0.1162876924
554	0.5914396887	0.116284526
555	0.5748031496	0.1157947382
556	0.5748031496	0.1157897149
557	0.5748031496	0.1157840947
558	0.5748031496	0.1157736194
559	0.5748031496	0.1157707528
560	0.5859375	0.1157462195
561	0.5859375	0.1156947607
562	0.5914396887	0.1154396138
563	0.5859375	0.1154036612
564	0.5859375	0.1153948282
565	0.5859375	0.1153926138
566	0.5859375	0.1153778394
567	0.5859375	0.115352232
568	0.5859375	0.1153488882
569	0.5859375	0.1153470536
570	0.5859375	0.1152704656
571	0.5859375	0.1152572789
